
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.62128,um,Cell,1,TVC,0,
5.16528,um,Cell,1,TVC,1,
7.86816,um,Cell,1,TVC,2,
7.19396,um,Cell,1,TVC,3,
8.56242,um,Cell,1,TVC,4,
8.47615,um,Cell,1,TVC,5,
6.24207,um,Cell,1,TVC,6,
