
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
5.49609,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,0,100000000,
6.86062,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000001,
2.3043,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
3.18017,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000003,
0.956728,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000004,
1.00176,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000005,
