
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36479.7,88178.8,201.423,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
36432.3,88119.9,179.007,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
