
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.125171,-0.233504,-0.964266,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.497672,-0.242972,0.832638,um,Surface,Ellipsoid Axis A,1,TVCgroup,3,
