
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.66861,12.0267,14.1869,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
5.51104,7.77293,12.5044,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000001,
5.32351,7.68521,9.9812,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000002,
6.29588,7.03227,9.83078,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
4.79507,5.58705,7.90095,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
4.95274,6.28009,7.9778,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
6.52033,7.70086,7.92357,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,6,100000006,
