
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
61.8359,51.5312,25.8293,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
28.4922,28.75,22.8653,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
