
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.330928,0.00716321,-0.943629,um,Surface,Ellipsoid Axis B,1,ATM,5,
0.173797,0.783202,0.596984,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
