
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
42.3125,21.0117,28.7934,um,Surface,BoundingBoxAA Length,1,ATM,0,
24.1367,40.8867,39.3792,um,Surface,BoundingBoxAA Length,1,TVCgroup,1,
