
Nucleus Generation
 ==================== 
Nucleus Generation,Unit,Category,Time,Default Labels,CellID,ID,
0,,Nucleus,1,TVC,3,100000000,
0,,Nucleus,1,TVC,4,100000001,
0,,Nucleus,1,TVC,7,100000004,
0,,Nucleus,1,TVC,8,100000005,
0,,Nucleus,1,ATM,0,100000010,
