
Nucleus Ellipsoid Axis A
 ==================== 
Nucleus Ellipsoid Axis A X,Nucleus Ellipsoid Axis A Y,Nucleus Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.867989,-0.491368,-0.0717858,um,Nucleus,Nucleus Ellipsoid Axis A,1,ATM,4,100000004,
0.890703,-0.427811,0.15371,um,Nucleus,Nucleus Ellipsoid Axis A,1,ATM,6,100000006,
0.394524,-0.908355,-0.138716,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,0,100000000,
0.577865,-0.791141,0.20042,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,1,100000001,
0.276695,-0.946293,-0.167242,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,2,100000002,
0.745311,0.660593,-0.0901556,um,Nucleus,Nucleus Ellipsoid Axis A,1,TVC,3,100000003,
