
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
69.3398,77.0117,21.595,um,Surface,BoundingBoxAA Length,1,ATMgroup,2,
44.3281,25.0059,16.0904,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
