
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
4.03176,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,4,100000002,
4.50878,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,5,100000003,
1.66603,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000005,
1.81082,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,10,100000008,
1.90652,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,11,100000009,
2.49695,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,12,100000010,
