
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
33295,56701.1,11.623,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
33311.4,56738.8,8.14388,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
33237.9,56704.8,-0.560243,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
33249.5,56702.7,2.01475,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
33237.3,56707.2,6.88745,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
33249.6,56698.3,11.4332,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
