
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.475963,,Cell,1,TVC,0,
0.496335,,Cell,1,TVC,1,
0.517851,,Cell,1,TVC,2,
0.55808,,Cell,1,TVC,3,
0.563389,,Cell,1,TVC,4,
0.544169,,Cell,1,TVC,5,
0.542449,,Cell,1,TVC,6,
0.528716,,Cell,1,TVC,7,
