
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
84.5703,71.2422,28.7934,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
25.0586,38.7539,32.6043,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
