
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
10.9941,19.5645,42.2266,um,Surface,BoundingBoxOO Length,1,ATM,6,
20.7227,27.9258,31.9805,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
