
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
64.8398,31.5859,22.8911,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
27.0117,30.7266,22.4672,um,Surface,BoundingBoxAA Length,1,TVCgroup,1,
