
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
1.69563,um,Cell,Image 1,1,ATM,1,
1.69563,um,Cell,Image 1,1,ATM,2,
10.5977,um,Cell,Image 1,1,TVC,4,
6.35863,um,Cell,Image 1,1,TVC,7,
