
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
33665.5,79306.9,-134.798,um,Surface,Center of Homogeneous Mass,1,ATMgroup,1,
33611.8,79348.4,-121.19,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
