
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.15915,um,Cell,1,TVC,0,
5.24068,um,Cell,1,TVC,2,
7.29744,um,Cell,1,TVC,3,
7.39032,um,Cell,1,TVC,6,
8.18404,um,Cell,1,ATM,8,
8.08868,um,Cell,1,ATM,9,
