
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
9.31551,um,Cell,Image 1,1,ATM,2,
9.73894,um,Cell,Image 1,1,ATM,3,
7.38281,um,Cell,Image 1,1,ATM,5,
23,um,Cell,Image 1,1,TVC,6,
17.7841,um,Cell,Image 1,1,TVC,7,
