
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.492336,,Cell,1,TVC,0,
0.506054,,Cell,1,TVC,1,
0.571385,,Cell,1,ATM,2,
0.491599,,Cell,1,ATM,3,
