
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47865.9,58834.5,-13.8326,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
47848.5,58879.2,2.71265,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
