
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.92082,um,Surface,1,TVCgroup,0,
9.60901,um,Surface,1,ATMgroup,2,
