
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39775.3,81260,156.171,um,Cell,Cell Center of Homogeneous Mass,1,ATM,3,
39803.5,81286.9,159.121,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
39772.6,81212.3,183.113,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
39760.4,81214.4,182.061,um,Cell,Cell Center of Homogeneous Mass,1,TVC,10,
39769.4,81200.9,183.43,um,Cell,Cell Center of Homogeneous Mass,1,TVC,11,
39769.3,81224,183.939,um,Cell,Cell Center of Homogeneous Mass,1,TVC,12,
