
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46698.8,75757.1,-14.4806,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
46661.2,75806.8,3.01575,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
