
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.643946,,Cell,1,ATM,0,
0.198019,,Cell,1,TVC,1,
0.571582,,Cell,1,ATM,2,
0.308058,,Cell,1,TVC,3,
0.288966,,Cell,1,TVC,4,
0.47501,,Cell,1,TVC,7,
