
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
5.12458,um,Nucleus,1,TVC,0,100000000,
6.50071,um,Nucleus,1,TVC,1,100000001,
5.30789,um,Nucleus,1,TVC,2,100000002,
5.20465,um,Nucleus,1,TVC,3,100000003,
5.35228,um,Nucleus,1,TVC,4,100000004,
5.41906,um,Nucleus,1,TVC,5,100000005,
5.00438,um,Nucleus,1,TVC,6,100000006,
