
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.277186,0.452577,0.847551,um,Surface,Ellipsoid Axis A,1,ATM,6,
0.802198,-0.323502,0.501821,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
