
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39020.1,64476.8,7.34061,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
39073.3,64522.5,-7.80721,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
