
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
39020.1,64476.8,7.34061,um,Surface,Position,1,ATMgroup,4,
39073.3,64522.5,-7.80721,um,Surface,Position,1,TVCgroup,0,
