
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
857.337,um^2,Cell,1,TVC,0,
858.174,um^2,Cell,1,TVC,1,
1284.73,um^2,Cell,1,TVC,2,
1421.13,um^2,Cell,1,TVC,3,
2355.38,um^2,Cell,1,ATM,4,
2390.37,um^2,Cell,1,ATM,5,
