
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43833.7,67747,35.3579,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
43780.3,67825.1,16.6341,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
