
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
53.1322,um,Surface,1,ATMgroup,0,
15.8008,um,Surface,1,TVCgroup,2,
