
Cell BoundingBoxAA Length
 ==================== 
Cell BoundingBoxAA Length X,Cell BoundingBoxAA Length Y,Cell BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
36.1914,26.7852,19.0544,um,Cell,Cell BoundingBoxAA Length,1,ATM,1,
30.4922,37.0469,23.7122,um,Cell,Cell BoundingBoxAA Length,1,ATM,3,
14.8203,18.8047,18.2076,um,Cell,Cell BoundingBoxAA Length,1,TVC,2,
13.6797,14.25,16.5138,um,Cell,Cell BoundingBoxAA Length,1,TVC,4,
12.5352,14.25,10.5858,um,Cell,Cell BoundingBoxAA Length,1,TVC,5,
18.2383,17.668,16.5138,um,Cell,Cell BoundingBoxAA Length,1,TVC,6,
