
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37655,41963.4,73.3291,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
37647.2,41887,53.032,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
