
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
37655,41963.4,73.3291,um,Surface,Position,1,ATMgroup,0,
37647.2,41887,53.032,um,Surface,Position,1,TVCgroup,2,
