
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42824,69689.5,6.92699,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
42764,69644.3,-2.35473,um,Surface,Center of Homogeneous Mass,1,TVCgroup,3,
