
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36890.1,62091.3,75.1973,um,Surface,2,Center of Image Mass,Image 1,1,ATM,5,
36900.7,62123.2,96.2869,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
