
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.0603823,-0.970923,-0.231653,um,Surface,Ellipsoid Axis A,1,ATM,5,
0.290355,0.953535,-0.0804028,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
