
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.992694,-0.0826987,0.0878592,um,Surface,Ellipsoid Axis C,1,ATM,5,
-0.928326,0.301069,0.218099,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
