
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.41285,um,Surface,1,ATMgroup,0,
5.52653,um,Surface,1,TVCgroup,2,
