
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
52.1413,um^3,Nucleus,1,TVC,3,100000003,
68.7333,um^3,Nucleus,1,TVC,4,100000004,
232.254,um^3,Nucleus,1,TVC,6,100000006,
206.92,um^3,Nucleus,1,ATM,7,100000007,
307.637,um^3,Nucleus,1,ATM,9,100000009,
