
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.467336,-0.813557,0.346009,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.974702,-0.192329,-0.113869,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
