
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
5.9178,um,Nucleus,1,ATM,2,100000000,
3.00184,um,Nucleus,1,TVC,3,100000001,
3.89427,um,Nucleus,1,TVC,4,100000002,
3.62645,um,Nucleus,1,TVC,5,100000003,
3.03667,um,Nucleus,1,TVC,6,100000004,
5.85801,um,Nucleus,1,ATM,11,100000009,
