
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.22699,um,Cell,1,TVC,0,
6.87745,um,Cell,1,TVC,2,
9.98701,um,Cell,1,ATM,5,
9.88697,um,Cell,1,ATM,6,
11.3978,um,Cell,1,ATM,8,
8.71103,um,Cell,1,ATM,9,
