
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.167753,0.469458,-0.866872,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
-0.432688,0.662462,0.611494,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
