
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1345.91,um^3,Cell,1,TVC,1,
1823.28,um^3,Cell,1,TVC,3,
1264.52,um^3,Cell,1,TVC,7,
1248.89,um^3,Cell,1,TVC,8,
5833.74,um^3,Cell,1,ATM,9,
5911.91,um^3,Cell,1,ATM,10,
