
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1250.26,um^2,Cell,1,TVC,1,
1451.01,um^2,Cell,1,TVC,3,
1193.45,um^2,Cell,1,TVC,7,
1193.51,um^2,Cell,1,TVC,8,
3704.97,um^2,Cell,1,ATM,9,
3690.85,um^2,Cell,1,ATM,10,
