
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.427526,-0.103046,-0.898111,um,Surface,Ellipsoid Axis B,1,ATM,5,
0.876208,0.480672,0.0348283,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
