
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.21384,um,Surface,1,ATMgroup,0,
7.82651,um,Surface,1,TVCgroup,2,
