
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.484175,,Cell,1,TVC,0,
0.461978,,Cell,1,TVC,1,
0.357029,,Cell,1,TVC,2,
0.363578,,Cell,1,ATM,3,
0.344465,,Cell,1,ATM,4,
0.409412,,Cell,1,TVC,5,
