
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1461.87,um^3,Cell,1,TVC,0,
1420.87,um^3,Cell,1,TVC,1,
1613.35,um^3,Cell,1,TVC,2,
1382.77,um^3,Cell,1,TVC,4,
7030.65,um^3,Cell,1,ATM,8,
5974.69,um^3,Cell,1,ATM,9,
