
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.15105,um,Surface,1,ATMgroup,0,
7.89763,um,Surface,1,TVCgroup,3,
