
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.5954,um,Surface,1,TVCgroup,0,
49.3924,um,Surface,1,ATMgroup,4,
