
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.596754,-0.16369,-0.785551,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
0.181633,-0.547172,-0.817075,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
