
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36757.1,41131.1,-77.4019,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
36734,41061.9,-38.0093,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
