
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1352.24,um^2,Cell,1,TVC,4,
2062.92,um^2,Cell,1,TVC,5,
1436.62,um^2,Cell,1,TVC,6,
1309.84,um^2,Cell,1,TVC,7,
4269.15,um^2,Cell,1,ATM,10,
5060.83,um^2,Cell,1,ATM,11,
