
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.16652,um,Cell,1,TVC,0,
6.35641,um,Cell,1,TVC,1,
5.73474,um,Cell,1,TVC,3,
7.58311,um,Cell,1,TVC,5,
9.27616,um,Cell,1,ATM,10,
12.3229,um,Cell,1,ATM,11,
