
Nucleus Distance from Nucleus Membrane to Cell Membrane
 ==================== 
Nucleus Distance from Nucleus Membrane to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
1.20477,um,Nucleus,1,ATM,2,100000000,
0.76325,um,Nucleus,1,ATM,3,100000001,
1.01972,um,Nucleus,1,TVC,9,100000008,
0.283967,um,Nucleus,1,TVC,10,100000009,
0.423435,um,Nucleus,1,TVC,11,100000010,
0.283984,um,Nucleus,1,TVC,12,100000011,
