
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
69.6719,49.4766,27.5231,um,Surface,BoundingBoxAA Length,1,ATMgroup,2,
24.7383,24.4531,33.4511,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
