
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.645036,0.764113,0.00768322,um,Cell,Cell Ellipsoid Axis A,1,ATM,1,
0.39167,0.918299,0.0576407,um,Cell,Cell Ellipsoid Axis A,1,ATM,2,
-0.83928,0.369005,-0.399306,um,Cell,Cell Ellipsoid Axis A,1,TVC,3,
-0.129273,0.765974,0.62974,um,Cell,Cell Ellipsoid Axis A,1,TVC,4,
-0.189328,0.149444,0.970475,um,Cell,Cell Ellipsoid Axis A,1,TVC,5,
0.166291,0.0598519,0.984259,um,Cell,Cell Ellipsoid Axis A,1,TVC,6,
