
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
48835.3,65558.2,92.1388,um,Surface,Position,1,ATM,2,
48880.2,65529.2,79.007,um,Surface,Position,1,TVCgroup,0,
