
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.182582,,Cell,1,TVC,0,
0.447998,,Cell,1,TVC,1,
0.231473,,Cell,1,ATM,2,
0.340542,,Cell,1,ATM,3,
0.701192,,Cell,1,TVC,4,
0.489113,,Cell,1,TVC,5,
